GP Practice Code,GP Practice Name,UEC Site Code,UEC Site Name,duration
A81630,FOUNDATIONS,RXPRD,SEAHAM PRIMARY CARE CENTRE,1766.48
A81630,FOUNDATIONS,RNNBE,PENRITH HOSPITAL,5052.69
A81630,FOUNDATIONS,RR7EN,QUEEN ELIZABETH HOSPITAL,2531.54
A81630,FOUNDATIONS,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,3042.71
A81630,FOUNDATIONS,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1317.36
A81630,FOUNDATIONS,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,2422.1
A81630,FOUNDATIONS,R0B0X,SUNDERLAND EYE INFIRMARY,1970.14
A81630,FOUNDATIONS,RNNBD,KESWICK HOSPITAL,6110.47
A88007,WAWN STREET SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,1374.85
A88007,WAWN STREET SURGERY,RNNBE,PENRITH HOSPITAL,6193.08
A88007,WAWN STREET SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,1042.11
A88007,WAWN STREET SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1488.53
A88007,WAWN STREET SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2095.81
A88007,WAWN STREET SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,342.91
A88007,WAWN STREET SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,1275.18
A88007,WAWN STREET SURGERY,RNNBD,KESWICK HOSPITAL,7250.86
A88003,MARSDEN MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,1443.43
A88003,MARSDEN MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,6261.66
A88003,MARSDEN MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,1110.69
A88003,MARSDEN MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1557.11
A88003,MARSDEN MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2164.39
A88003,MARSDEN MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,299.73
A88003,MARSDEN MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,1324.56
A88003,MARSDEN MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,7319.44
A83012,WILLIAM BROWN CENTRE,RXPRD,SEAHAM PRIMARY CARE CENTRE,920.9
A83012,WILLIAM BROWN CENTRE,RNNBE,PENRITH HOSPITAL,5644.1
A83012,WILLIAM BROWN CENTRE,RR7EN,QUEEN ELIZABETH HOSPITAL,1690.44
A83012,WILLIAM BROWN CENTRE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,2201.61
A83012,WILLIAM BROWN CENTRE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,921.13
A83012,WILLIAM BROWN CENTRE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1581.0
A83012,WILLIAM BROWN CENTRE,R0B0X,SUNDERLAND EYE INFIRMARY,1129.03
A83012,WILLIAM BROWN CENTRE,RNNBD,KESWICK HOSPITAL,6701.89
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,1709.32
A87023,BRIDGE MEDICAL,RXPRD,SEAHAM PRIMARY CARE CENTRE,1709.32
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5543.18
A87023,BRIDGE MEDICAL,RNNBE,PENRITH HOSPITAL,5543.18
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,1377.0
A87023,BRIDGE MEDICAL,RR7EN,QUEEN ELIZABETH HOSPITAL,1377.0
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,973.09
A87023,BRIDGE MEDICAL,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,973.09
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2430.28
A87023,BRIDGE MEDICAL,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2430.28
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1060.33
A87023,BRIDGE MEDICAL,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1060.33
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,1609.65
A87023,BRIDGE MEDICAL,R0B0X,SUNDERLAND EYE INFIRMARY,1609.65
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,6600.97
A87023,BRIDGE MEDICAL,RNNBD,KESWICK HOSPITAL,6600.97
A87020,BRIDGE AND MONKSEATON MEDICAL PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1898.81
A87020,BRIDGE AND MONKSEATON MEDICAL PRACTICE,RNNBE,PENRITH HOSPITAL,5763.23
A87020,BRIDGE AND MONKSEATON MEDICAL PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,1566.48
A87020,BRIDGE AND MONKSEATON MEDICAL PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1164.82
A87020,BRIDGE AND MONKSEATON MEDICAL PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2619.76
A87020,BRIDGE AND MONKSEATON MEDICAL PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1249.81
A87020,BRIDGE AND MONKSEATON MEDICAL PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,1799.14
A87020,BRIDGE AND MONKSEATON MEDICAL PRACTICE,RNNBD,KESWICK HOSPITAL,6821.01
A81043,THE MANOR HOUSE SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,2391.74
A81043,THE MANOR HOUSE SURGERY,RNNBE,PENRITH HOSPITAL,5660.21
A81043,THE MANOR HOUSE SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,3156.81
A81043,THE MANOR HOUSE SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,3667.98
A81043,THE MANOR HOUSE SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1942.62
A81043,THE MANOR HOUSE SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,3047.36
A81043,THE MANOR HOUSE SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,2595.4
A81043,THE MANOR HOUSE SURGERY,RNNBD,KESWICK HOSPITAL,6717.99
A86007,AVENUE MEDICAL PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1870.89
A86007,AVENUE MEDICAL PRACTICE,RNNBE,PENRITH HOSPITAL,5084.46
A86007,AVENUE MEDICAL PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,795.91
A86007,AVENUE MEDICAL PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,384.14
A86007,AVENUE MEDICAL PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2591.84
A86007,AVENUE MEDICAL PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1301.81
A86007,AVENUE MEDICAL PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,1771.22
A86007,AVENUE MEDICAL PRACTICE,RNNBD,KESWICK HOSPITAL,6142.24
A83626,EVENWOOD MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,2814.95
A83626,EVENWOOD MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,2987.34
A83626,EVENWOOD MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,2957.33
A83626,EVENWOOD MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2980.31
A83626,EVENWOOD MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2510.88
A83626,EVENWOOD MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2033.99
A83626,EVENWOOD MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5191.19
A83626,EVENWOOD MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,2262.53
A81022,HILLSIDE PRACTICE,RR729,QE AT BLAYDON PCC,4035.67
A81022,HILLSIDE PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,4025.6
A81022,HILLSIDE PRACTICE,RTDDW,THE LEMINGTON CENTRE,4178.06
A81022,HILLSIDE PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,660.7
A81022,HILLSIDE PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,1251.77
A81022,HILLSIDE PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,4476.78
A81022,HILLSIDE PRACTICE,RNN62,CUMBERLAND INFIRMARY,7665.26
A81022,HILLSIDE PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,2575.84
A81058,COULBY MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,3268.26
A81611,PARKWAY MEDICAL CENTRE,RR729,QE AT BLAYDON PCC,3268.26
A81058,COULBY MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,3258.19
A81611,PARKWAY MEDICAL CENTRE,RTD02,THE ROYAL VICTORIA INFIRMARY,3258.19
A81058,COULBY MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,3410.65
A81611,PARKWAY MEDICAL CENTRE,RTDDW,THE LEMINGTON CENTRE,3410.65
A81058,COULBY MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,1082.36
A81611,PARKWAY MEDICAL CENTRE,RTR18,REDCAR PRIMARY CARE HOSPITAL,1082.36
A81058,COULBY MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,674.36
A81611,PARKWAY MEDICAL CENTRE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,674.36
A81058,COULBY MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,3709.37
A81611,PARKWAY MEDICAL CENTRE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,3709.37
A81058,COULBY MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,6897.85
A81611,PARKWAY MEDICAL CENTRE,RNN62,CUMBERLAND INFIRMARY,6897.85
A81058,COULBY MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1808.43
A81611,PARKWAY MEDICAL CENTRE,RXP09,PETERLEE COMMUNITY HOSPITAL,1808.43
A83057,EAST DURHAM MEDICAL GROUP,RR729,QE AT BLAYDON PCC,2154.75
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,RR729,QE AT BLAYDON PCC,2154.75
A83057,EAST DURHAM MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,2144.67
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,RTD02,THE ROYAL VICTORIA INFIRMARY,2144.67
A83057,EAST DURHAM MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,2297.13
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,RTDDW,THE LEMINGTON CENTRE,2297.13
A83057,EAST DURHAM MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,1987.58
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,RTR18,REDCAR PRIMARY CARE HOSPITAL,1987.58
A83057,EAST DURHAM MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,1518.15
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,1518.15
A83057,EAST DURHAM MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2434.78
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2434.78
A83057,EAST DURHAM MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,6149.82
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,RNN62,CUMBERLAND INFIRMARY,6149.82
A83057,EAST DURHAM MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,694.91
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,RXP09,PETERLEE COMMUNITY HOSPITAL,694.91
A83029,GREAT LUMLEY SURGERY,RR729,QE AT BLAYDON PCC,1377.85
A83029,GREAT LUMLEY SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,1550.24
A83029,GREAT LUMLEY SURGERY,RTDDW,THE LEMINGTON CENTRE,1520.23
A83029,GREAT LUMLEY SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,2969.78
A83029,GREAT LUMLEY SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2500.35
A83029,GREAT LUMLEY SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1595.11
A83029,GREAT LUMLEY SURGERY,RNN62,CUMBERLAND INFIRMARY,5372.92
A83029,GREAT LUMLEY SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,1457.84
A81017,WOODBRIDGE PRACTICE,RR729,QE AT BLAYDON PCC,3108.77
A81034,THORNABY & BARWICK MEDICAL GROUP,RR729,QE AT BLAYDON PCC,3108.77
A81017,WOODBRIDGE PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,3098.7
A81034,THORNABY & BARWICK MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,3098.7
A81017,WOODBRIDGE PRACTICE,RTDDW,THE LEMINGTON CENTRE,3251.16
A81034,THORNABY & BARWICK MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,3251.16
A81017,WOODBRIDGE PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,1201.41
A81034,THORNABY & BARWICK MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,1201.41
A81017,WOODBRIDGE PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,788.83
A81034,THORNABY & BARWICK MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,788.83
A81017,WOODBRIDGE PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,3549.88
A81034,THORNABY & BARWICK MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,3549.88
A81017,WOODBRIDGE PRACTICE,RNN62,CUMBERLAND INFIRMARY,6525.79
A81034,THORNABY & BARWICK MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,6525.79
A81017,WOODBRIDGE PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1648.94
A81034,THORNABY & BARWICK MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1648.94
A83021,AUCKLAND MEDICAL GROUP,RR729,QE AT BLAYDON PCC,2455.57
A83021,AUCKLAND MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,2627.96
A83021,AUCKLAND MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,2597.95
A83021,AUCKLAND MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,2620.93
A83021,AUCKLAND MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2151.5
A83021,AUCKLAND MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2156.91
A83021,AUCKLAND MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5390.86
A83021,AUCKLAND MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1903.15
A89013,THE NEW CITY MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1795.62
A89013,THE NEW CITY MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1787.02
A89013,THE NEW CITY MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1938.01
A89013,THE NEW CITY MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,2875.0
A89013,THE NEW CITY MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2405.57
A89013,THE NEW CITY MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2491.51
A89013,THE NEW CITY MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5790.69
A89013,THE NEW CITY MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1267.7
A89022,CONCORD MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1135.27
A89026,NEW WASHINGTON MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1135.27
A89010,THE STEPHENSON MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1135.27
A89022,CONCORD MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1216.03
A89026,NEW WASHINGTON MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1216.03
A89010,THE STEPHENSON MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1216.03
A89022,CONCORD MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1277.65
A89026,NEW WASHINGTON MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1277.65
A89010,THE STEPHENSON MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1277.65
A89022,CONCORD MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2933.36
A89026,NEW WASHINGTON MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,2933.36
A89010,THE STEPHENSON MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2933.36
A89022,CONCORD MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2463.93
A89026,NEW WASHINGTON MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2463.93
A89010,THE STEPHENSON MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2463.93
A89022,CONCORD MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1818.97
A89026,NEW WASHINGTON MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1818.97
A89010,THE STEPHENSON MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1818.97
A89022,CONCORD MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5130.34
A89026,NEW WASHINGTON MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5130.34
A89010,THE STEPHENSON MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5130.34
A89022,CONCORD MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1326.06
A89026,NEW WASHINGTON MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1326.06
A89010,THE STEPHENSON MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1326.06
A81057,KINGSWAY MEDICAL CENTRE,RR729,QE AT BLAYDON PCC,2893.94
A81057,KINGSWAY MEDICAL CENTRE,RTD02,THE ROYAL VICTORIA INFIRMARY,2883.87
A81057,KINGSWAY MEDICAL CENTRE,RTDDW,THE LEMINGTON CENTRE,3036.32
A81057,KINGSWAY MEDICAL CENTRE,RTR18,REDCAR PRIMARY CARE HOSPITAL,1515.4
A81057,KINGSWAY MEDICAL CENTRE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,1045.97
A81057,KINGSWAY MEDICAL CENTRE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,3330.36
A81057,KINGSWAY MEDICAL CENTRE,RNN62,CUMBERLAND INFIRMARY,6827.33
A81057,KINGSWAY MEDICAL CENTRE,RXP09,PETERLEE COMMUNITY HOSPITAL,1434.1
A81048,ZETLAND MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,3946.92
A81048,ZETLAND MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,3936.85
A81048,ZETLAND MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,4089.3
A81048,ZETLAND MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,569.32
A81048,ZETLAND MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,1163.02
A81048,ZETLAND MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,4388.03
A81048,ZETLAND MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,7576.51
A81048,ZETLAND MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,2487.09
A81035,NEWLANDS MEDICAL CENTRE,RR729,QE AT BLAYDON PCC,3135.26
A81035,NEWLANDS MEDICAL CENTRE,RTD02,THE ROYAL VICTORIA INFIRMARY,3125.18
A81035,NEWLANDS MEDICAL CENTRE,RTDDW,THE LEMINGTON CENTRE,3277.64
A81035,NEWLANDS MEDICAL CENTRE,RTR18,REDCAR PRIMARY CARE HOSPITAL,999.77
A81035,NEWLANDS MEDICAL CENTRE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,327.01
A81035,NEWLANDS MEDICAL CENTRE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,3576.36
A81035,NEWLANDS MEDICAL CENTRE,RNN62,CUMBERLAND INFIRMARY,6688.23
A81035,NEWLANDS MEDICAL CENTRE,RXP09,PETERLEE COMMUNITY HOSPITAL,1675.42
A87013,BEWICKE MEDICAL CENTRE,RR729,QE AT BLAYDON PCC,1378.15
A87013,BEWICKE MEDICAL CENTRE,RTD02,THE ROYAL VICTORIA INFIRMARY,894.22
A87013,BEWICKE MEDICAL CENTRE,RTDDW,THE LEMINGTON CENTRE,1341.84
A87013,BEWICKE MEDICAL CENTRE,RTR18,REDCAR PRIMARY CARE HOSPITAL,3298.74
A87013,BEWICKE MEDICAL CENTRE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2829.31
A87013,BEWICKE MEDICAL CENTRE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2378.61
A87013,BEWICKE MEDICAL CENTRE,RNN62,CUMBERLAND INFIRMARY,5120.66
A87013,BEWICKE MEDICAL CENTRE,RXP09,PETERLEE COMMUNITY HOSPITAL,1691.44
A88004,MAYFIELD MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1468.66
A88004,MAYFIELD MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1220.22
A88004,MAYFIELD MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1557.62
A88004,MAYFIELD MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,3160.97
A88004,MAYFIELD MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2691.55
A88004,MAYFIELD MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2109.65
A88004,MAYFIELD MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5463.73
A88004,MAYFIELD MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1553.67
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1080.58
A89012,GALLERIES MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1080.58
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1237.19
A89012,GALLERIES MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1237.19
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1222.96
A89012,GALLERIES MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1222.96
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2953.27
A89012,GALLERIES MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2953.27
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2483.84
A89012,GALLERIES MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2483.84
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1694.82
A89012,GALLERIES MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1694.82
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5075.65
A89012,GALLERIES MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5075.65
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1345.97
A89012,GALLERIES MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1345.97
A86017,CRUDDAS PARK SURGERY,RR729,QE AT BLAYDON PCC,454.12
A86017,CRUDDAS PARK SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,277.53
A86017,CRUDDAS PARK SURGERY,RTDDW,THE LEMINGTON CENTRE,463.18
A86017,CRUDDAS PARK SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,3757.58
A86017,CRUDDAS PARK SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3288.15
A86017,CRUDDAS PARK SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1562.06
A86017,CRUDDAS PARK SURGERY,RNN62,CUMBERLAND INFIRMARY,4390.42
A86017,CRUDDAS PARK SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,2150.28
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1080.58
A89012,GALLERIES MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1080.58
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1237.19
A89012,GALLERIES MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1237.19
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1222.96
A89012,GALLERIES MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1222.96
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2953.27
A89012,GALLERIES MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2953.27
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2483.84
A89012,GALLERIES MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2483.84
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1694.82
A89012,GALLERIES MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1694.82
